coin,date,volume,price,market_cap
btc,2016-07-12,82157700,648.473,10216523512.0
btc,2016-07-13,136317000,667.684,10520341580.0
btc,2016-07-14,124933000,656.24,10340993170.0
btc,2016-07-15,72744400,664.502,10472213952.0
btc,2016-07-16,67335600,664.65,10475782606.0
btc,2016-07-17,45684900,666.034,10498811163.0
btc,2016-07-18,65813400,679.776,10716684954.0
btc,2016-07-19,63841900,671.247,10583360814.0
btc,2016-07-20,59223000,670.628,10574792252.0
btc,2016-07-21,96950300,663.551,10464178036.0
btc,2016-07-22,59574700,664.809,10485157468.0
btc,2016-07-23,146522000,652.987,10299684100.0
btc,2016-07-24,62891100,654.691,10327551498.0
btc,2016-07-25,108172000,655.454,10340649427.0
btc,2016-07-26,81578400,648.27,10228292557.0
btc,2016-07-27,232429000,653.678,10314599568.0
btc,2016-07-28,119449000,655.233,10340134998.0
btc,2016-07-29,82546200,655.515,10345765125.0
btc,2016-07-30,49567900,655.985,10354237796.0
btc,2016-07-31,64300500,638.209,10074660054.0
btc,2016-08-01,109126000,622.498,9827709584.0
btc,2016-08-02,186273000,603.212,9524454479.0
btc,2016-08-03,330940000,553.726,8744095466.0
btc,2016-08-04,165591000,573.437,9056446515.0
btc,2016-08-05,108953000,571.827,9032110393.0
btc,2016-08-06,65647200,570.135,9006582232.0
btc,2016-08-07,75560800,589.672,9316317558.0
btc,2016-08-08,76058100,589.44,9313635340.0
btc,2016-08-09,63405100,587.231,9279823579.0
btc,2016-08-10,89547900,588.482,9300630814.0
btc,2016-08-11,107142000,592.589,9366520992.0
btc,2016-08-12,72516700,589.7,9321925706.0
btc,2016-08-13,54490400,588.941,9311065335.0
btc,2016-08-14,39826200,583.588,9227527717.0
btc,2016-08-15,58898300,573.089,9062620841.0
btc,2016-08-16,57134200,569.174,9001666668.0
btc,2016-08-17,55012600,580.452,9180923377.0
btc,2016-08-18,59666700,574.18,9082670923.0
btc,2016-08-19,48921000,574.948,9095833745.0
btc,2016-08-20,54839700,579.787,9173480360.0
btc,2016-08-21,33882500,583.081,9226732052.0
btc,2016-08-22,39866500,580.799,9191708711.0
btc,2016-08-23,79910800,583.06,9228617706.0
btc,2016-08-24,76092200,582.594,9222199687.0
btc,2016-08-25,58432800,575.628,9113022446.0
btc,2016-08-26,127654000,579.669,9177901595.0
btc,2016-08-27,37999600,576.007,9120792057.0
btc,2016-08-28,64813400,572.82,9071303540.0
btc,2016-08-29,99185100,575.008,9107146906.0
btc,2016-08-30,86318100,578.19,9158550414.0
btc,2016-08-31,65210900,574.893,9107312332.0
btc,2016-09-01,81466800,572.41,9068945780.0
btc,2016-09-02,62508300,571.819,9060590993.0
btc,2016-09-03,118504000,574.777,9108468127.0
btc,2016-09-04,135559000,601.474,9532544895.0
btc,2016-09-05,88445200,605.05,9590446673.0
btc,2016-09-06,74444700,606.715,9617799072.0
btc,2016-09-07,74627100,608.994,9655000619.0
btc,2016-09-08,78987800,626.582,9934976419.0
btc,2016-09-09,80124700,622.512,9871436729.0
btc,2016-09-10,56057000,623.676,9891069776.0
btc,2016-09-11,39316200,623.052,9882272631.0
btc,2016-09-12,88828500,605.681,9608065489.0
btc,2016-09-13,75425900,607.68,9640877230.0
btc,2016-09-14,67563000,610.202,9682097101.0
btc,2016-09-15,43254900,610.234,9683717913.0
btc,2016-09-16,64356300,608.061,9650380467.0
btc,2016-09-17,55179600,607.679,9645462710.0
btc,2016-09-18,35454600,607.309,9640624692.0
btc,2016-09-19,50397200,609.207,9671763021.0
btc,2016-09-20,61770400,609.101,9671169239.0
btc,2016-09-21,82446100,598.608,9505605313.0
btc,2016-09-22,63449500,597.254,9485301346.0
btc,2016-09-23,60934900,599.086,9515373999.0
btc,2016-09-24,42797300,603.552,9587220726.0
btc,2016-09-25,31668700,602.966,9579388374.0
btc,2016-09-26,44284400,606.089,9630254792.0
btc,2016-09-27,50577300,607.068,9646895733.0
btc,2016-09-28,49291300,605.721,9626668126.0
btc,2016-09-29,49979700,606.008,9632262028.0
btc,2016-09-30,51573500,605.636,9627344898.0
btc,2016-10-01,56330100,612.568,9738743279.0
btc,2016-10-02,45329700,612.979,9746461724.0
btc,2016-10-03,36894800,612.126,9733824426.0
btc,2016-10-04,46389500,610.381,9707262596.0
btc,2016-10-05,56362800,610.485,9710088703.0
btc,2016-10-06,64252400,612.013,9735538044.0
btc,2016-10-07,58058300,615.719,9795621343.0
btc,2016-10-08,59592100,618.876,9847012776.0
btc,2016-10-09,31604400,617.449,9825507923.0
btc,2016-10-10,50391200,618.237,9839189923.0
btc,2016-10-11,86699800,634.187,10094037385.0
btc,2016-10-12,79251400,640.19,10190613560.0
btc,2016-10-13,91058400,637.365,10146669788.0
btc,2016-10-14,55744400,639.156,10176240442.0
btc,2016-10-15,49308100,641.932,10221478100.0
btc,2016-10-16,37198200,642.358,10229301915.0
btc,2016-10-17,43772900,639.619,10186689883.0
btc,2016-10-18,57576200,639.741,10189769058.0
btc,2016-10-19,62882200,638.151,10165561642.0
btc,2016-10-20,69190500,631.386,10058691183.0
btc,2016-10-21,55750300,632.257,10073599039.0
btc,2016-10-22,47657000,637.624,10160403263.0
btc,2016-10-23,82398900,657.199,10473462378.0
btc,2016-10-24,53313500,652.827,10404963019.0
btc,2016-10-25,65421500,656.597,10466200828.0
btc,2016-10-26,83828800,664.004,10585288822.0
btc,2016-10-27,107388000,687.116,10954943246.0
btc,2016-10-28,77585800,687.331,10959649506.0
btc,2016-10-29,92993400,703.977,11226383168.0
btc,2016-10-30,133638000,711.374,11345624252.0
btc,2016-10-31,95740900,701.334,11186961801.0
btc,2016-11-01,106582000,726.507,11589751124.0
btc,2016-11-02,105075000,725.873,11580725920.0
btc,2016-11-03,95064500,736.802,11756459867.0
btc,2016-11-04,169993000,706.089,11267528191.0
btc,2016-11-05,81640100,704.692,11246376941.0
btc,2016-11-06,52447100,712.394,11370586174.0
btc,2016-11-07,56804000,702.993,11221809771.0
btc,2016-11-08,65010100,704.233,11243006604.0
btc,2016-11-09,133987000,734.757,11731553482.0
btc,2016-11-10,71226700,718.026,11465803925.0
btc,2016-11-11,65758200,716.853,11448586858.0
btc,2016-11-12,63250700,707.696,11303736637.0
btc,2016-11-13,69106500,695.098,11103815197.0
btc,2016-11-14,66470200,702.443,11222471008.0
btc,2016-11-15,66408100,709.822,11348394216.0
btc,2016-11-16,65644500,714.779,11429163962.0
btc,2016-11-17,171703000,741.735,11861863206.0
btc,2016-11-18,89401900,751.231,12015075929.0
btc,2016-11-19,79848300,748.749,11976717208.0
btc,2016-11-20,97136100,752.467,12037421527.0
btc,2016-11-21,150151000,734.128,11745267621.0
btc,2016-11-22,107234000,740.754,11852554379.0
btc,2016-11-23,85851100,743.086,11891316940.0
btc,2016-11-24,70343100,740.662,11853795363.0
btc,2016-11-25,87562200,738.105,11814348514.0
btc,2016-11-26,54890400,734.906,11764558974.0
btc,2016-11-27,50251100,736.83,11796767666.0
btc,2016-11-28,58591800,736.835,11798284545.0
btc,2016-11-29,65486500,736.4,11792672780.0
btc,2016-11-30,73527500,747.153,11966280662.0
btc,2016-12-01,79394300,753.49,12069289796.0
btc,2016-12-02,110518000,773.419,12389775616.0
btc,2016-12-03,93358700,768.924,12319354312.0
btc,2016-12-04,50348000,770.395,12344433527.0
btc,2016-12-05,90650100,751.713,12046463924.0
btc,2016-12-06,103656000,764.395,12251063387.0
btc,2016-12-07,98122700,766.544,12287077119.0
btc,2016-12-08,94641500,772.765,12388436817.0
btc,2016-12-09,73113000,773.192,12396654603.0
btc,2016-12-10,56262900,775.156,12429452049.0
btc,2016-12-11,58931600,768.598,12325803984.0
btc,2016-12-12,62071700,780.12,12512276029.0
btc,2016-12-13,85415700,781.452,12535417663.0
btc,2016-12-14,64672900,781.489,12537467101.0
btc,2016-12-15,78000200,779.555,12507715974.0
btc,2016-12-16,89342700,783.972,12579889102.0
btc,2016-12-17,81721500,790.224,12681376462.0
btc,2016-12-18,54730500,790.903,12693884005.0
btc,2016-12-19,66832900,791.731,12708637993.0
btc,2016-12-20,74942900,793.315,12735392707.0
btc,2016-12-21,111185000,809.513,12996923069.0
btc,2016-12-22,230386000,860.126,13811236710.0
btc,2016-12-23,215797000,913.311,14667032138.0
btc,2016-12-24,202878000,891.23,14314033444.0
btc,2016-12-25,137865000,868.522,13951003746.0
btc,2016-12-26,124193000,897.475,14417801253.0
btc,2016-12-27,125148000,930.351,14947600635.0
btc,2016-12-28,189238000,960.528,15434484300.0
btc,2016-12-29,226951000,973.423,15643515999.0
btc,2016-12-30,216515000,949.298,15257615837.0
btc,2016-12-31,122103000,952.229,15306687904.0
btc,2017-01-01,85910700,972.948,15641622845.0
btc,2017-01-02,192318000,1025.88,16494303816.0
btc,2017-01-03,197352000,1030.47,16570318264.0
btc,2017-01-04,223948000,1100.52,17698795950.0
btc,2017-01-05,411861000,1032.94,16614025943.0
btc,2017-01-06,469879000,892.194,14351899598.0
btc,2017-01-07,322058000,892.342,14355941878.0
btc,2017-01-08,181439000,911.99,14673713902.0
btc,2017-01-09,154679000,907.185,14598216903.0
btc,2017-01-10,119688000,908.901,14627352798.0
btc,2017-01-11,193925000,818.048,13166932486.0
btc,2017-01-12,278482000,767.149,12349181027.0
btc,2017-01-13,179384000,796.407,12821963155.0
btc,2017-01-14,139930000,833.934,13427734239.0
btc,2017-01-15,81653800,821.69,13232310879.0
btc,2017-01-16,75391400,826.108,13305254142.0
btc,2017-01-17,129723000,886.754,14283733228.0
btc,2017-01-18,127607000,899.644,14493174875.0
btc,2017-01-19,117185000,891.014,14355906191.0
btc,2017-01-20,93272800,891.942,14372775686.0
btc,2017-01-21,118853000,926.034,14924414922.0
btc,2017-01-22,84967700,909.04,14652440326.0
btc,2017-01-23,91746600,923.955,14894755170.0
btc,2017-01-24,101777000,907.879,14637165692.0
btc,2017-01-25,82489800,900.2,14514903117.0
btc,2017-01-26,114854000,907.819,14639670757.0
btc,2017-01-27,140007000,920.339,14843365442.0
btc,2017-01-28,92083100,922.994,14888077818.0
btc,2017-01-29,57802000,922.58,14883140824.0
btc,2017-01-30,64304900,921.309,14864502592.0
btc,2017-01-31,123110000,953.959,15393070022.0
btc,2017-02-01,168976000,972.586,15695750426.0
btc,2017-02-02,124992000,996.304,16080745081.0
btc,2017-02-03,214495000,1019.55,16457627077.0
btc,2017-02-04,131236000,1025.47,16555328169.0
btc,2017-02-05,138742000,1027.57,16591131861.0
btc,2017-02-06,118010000,1040.23,16797334453.0
btc,2017-02-07,133733000,1059.9,17116669567.0
btc,2017-02-08,198350000,1052.24,16995056538.0
btc,2017-02-09,217468000,983.114,15880486220.0
btc,2017-02-10,353370000,965.105,15591403494.0
btc,2017-02-11,130219000,1003.48,16213226360.0
btc,2017-02-12,75022800,1000.53,16167239097.0
btc,2017-02-13,86347400,992.643,16041706465.0
btc,2017-02-14,120140000,1001.77,16191458244.0
btc,2017-02-15,100186000,1005.66,16256128845.0
btc,2017-02-16,94934300,1019.38,16479934192.0
btc,2017-02-17,131229000,1041.4,16837745725.0
btc,2017-02-18,123378000,1056.68,17086859021.0
btc,2017-02-19,82931800,1045.16,16902405907.0
btc,2017-02-20,79511400,1057.53,17104278714.0
btc,2017-02-21,158496000,1102.94,17840661117.0
btc,2017-02-22,150942000,1112.62,17999215341.0
btc,2017-02-23,147822000,1143.14,18494804903.0
btc,2017-02-24,335951000,1177.52,19053539434.0
btc,2017-02-25,145879000,1163.87,18835024597.0
btc,2017-02-26,148332000,1157.63,18736415194.0
btc,2017-02-27,114977000,1166.51,18882647323.0
btc,2017-02-28,171667000,1177.76,19066976881.0
btc,2017-03-01,166446000,1205.33,19515482360.0
btc,2017-03-02,263834000,1228.26,19889136799.0
btc,2017-03-03,408725000,1267.16,20521259578.0
btc,2017-03-04,203179000,1269.28,20558052180.0
btc,2017-03-05,168054000,1255.06,20329869774.0
btc,2017-03-06,136490000,1270.9,20588754113.0
btc,2017-03-07,244433000,1226.8,19876566981.0
btc,2017-03-08,313621000,1202.83,19490476895.0
btc,2017-03-09,262772000,1172.99,19009167443.0
btc,2017-03-10,273674000,1241.08,20114974127.0
btc,2017-03-11,574462000,1190.7,19300546868.0
btc,2017-03-12,206009000,1181.17,19148374453.0
btc,2017-03-13,340997000,1231.63,19968770667.0
btc,2017-03-14,292571000,1236.09,20043292056.0
btc,2017-03-15,237493000,1249.55,20263827395.0
btc,2017-03-16,517049000,1222.28,19823868417.0
btc,2017-03-17,783283000,1160.68,18827230106.0
btc,2017-03-18,494913000,1066.49,17301533958.0
btc,2017-03-19,572239000,1002.16,16259732323.0
btc,2017-03-20,354087000,1058.41,17174329026.0
btc,2017-03-21,302625000,1094.32,17759021103.0
btc,2017-03-22,365968000,1041.39,16901850300.0
btc,2017-03-23,291779000,1056.17,17143711305.0
btc,2017-03-24,368640000,981.718,15937270878.0
btc,2017-03-25,518549000,950.005,15424281180.0
btc,2017-03-26,309720000,993.619,16134248202.0
btc,2017-03-27,338366000,1030.0,16727032110.0
btc,2017-03-28,379267000,1061.93,17247575029.0
btc,2017-03-29,339376000,1043.88,16956199015.0
btc,2017-03-30,289162000,1020.99,16586416470.0
btc,2017-03-31,392275000,1041.06,16914284005.0
btc,2017-04-01,357781000,1083.77,17609934881.0
btc,2017-04-02,311580000,1084.98,17631751754.0
btc,2017-04-03,670979000,1129.9,18364095215.0
btc,2017-04-04,503875000,1133.37,18422517936.0
btc,2017-04-05,346159000,1122.91,18254543744.0
btc,2017-04-06,467325000,1153.1,18747388075.0
btc,2017-04-07,428719000,1174.68,19100516465.0
btc,2017-04-08,258666000,1184.6,19264172505.0
btc,2017-04-09,184532000,1178.15,19161431600.0
btc,2017-04-10,257773000,1188.0,19323800100.0
btc,2017-04-11,203237000,1196.61,19466361734.0
btc,2017-04-12,256078000,1200.97,19539601754.0
btc,2017-04-13,328566000,1180.18,19203357879.0
btc,2017-04-14,294838000,1167.97,19006405009.0
btc,2017-04-15,210872000,1186.37,19308171750.0
btc,2017-04-16,192794000,1176.36,19147331746.0
btc,2017-04-17,205571000,1173.51,19103143305.0
btc,2017-04-18,290601000,1212.91,19746690286.0
btc,2017-04-19,243786000,1208.33,19674194601.0
btc,2017-04-20,283405000,1218.04,19834411105.0
btc,2017-04-21,327798000,1222.57,19910575741.0
btc,2017-04-22,222882000,1208.47,19683075972.0
btc,2017-04-23,270173000,1219.07,19858101718.0
btc,2017-04-24,258088000,1223.75,19936737810.0
btc,2017-04-25,222839000,1257.93,20495516386.0
btc,2017-04-26,271637000,1278.81,20838192325.0
btc,2017-04-27,416284000,1302.71,21229954825.0
btc,2017-04-28,506151000,1311.04,21367952664.0
btc,2017-04-29,450980000,1317.22,21471393347.0
btc,2017-04-30,317974000,1318.21,21490118525.0
btc,2017-05-01,541588000,1383.51,22557386221.0
btc,2017-05-02,701043000,1466.76,23917409520.0
btc,2017-05-03,422837000,1460.46,23817345251.0
btc,2017-05-04,760367000,1555.51,25370464541.0
btc,2017-05-05,1107640000,1606.17,26199623388.0
btc,2017-05-06,683891000,1565.56,25540408070.0
btc,2017-05-07,763482000,1563.12,25503944076.0
btc,2017-05-08,1412350000,1658.2,27058631965.0
btc,2017-05-09,1331200000,1793.44,29269164980.0
btc,2017-05-10,917820000,1762.21,28762703509.0
btc,2017-05-11,831871000,1846.69,30145136723.0
btc,2017-05-12,737156000,1784.71,29136506193.0
btc,2017-05-13,703145000,1764.14,28803995850.0
btc,2017-05-14,454401000,1811.7,29584131597.0
btc,2017-05-15,557486000,1753.39,28635839463.0
btc,2017-05-16,936289000,1746.73,28530366420.0
btc,2017-05-17,1056020000,1819.29,29718624286.0
btc,2017-05-18,879416000,1826.55,29840803987.0
btc,2017-05-19,1003790000,1965.5,32114255362.0
btc,2017-05-20,987229000,1994.03,32584693483.0
btc,2017-05-21,1050020000,2075.14,33914089800.0
btc,2017-05-22,1767100000,2242.91,36660110501.0
btc,2017-05-23,1540440000,2263.82,37006409728.0
btc,2017-05-24,1643830000,2431.33,39749357079.0
btc,2017-05-25,2043760000,2730.61,44647963816.0
btc,2017-05-26,2099080000,2352.89,38476544293.0
btc,2017-05-27,1941840000,2012.35,32911481162.0
btc,2017-05-28,1231180000,2191.33,35843365677.0
btc,2017-05-29,886164000,2183.63,35721511853.0
btc,2017-05-30,1246360000,2252.71,36856671660.0
btc,2017-05-31,1606080000,2202.45,36039046146.0
btc,2017-06-01,1701990000,2426.31,39707077527.0
btc,2017-06-02,1406500000,2400.16,39283958756.0
btc,2017-06-03,1325810000,2524.54,41325298483.0
btc,2017-06-04,1548780000,2527.34,41376536360.0
btc,2017-06-05,1196590000,2574.47,42153244162.0
btc,2017-06-06,1986420000,2846.14,46603905969.0
btc,2017-06-07,1612450000,2827.87,46313686949.0
btc,2017-06-08,1402090000,2728.54,44692631166.0
btc,2017-06-09,1249740000,2864.85,46930789516.0
btc,2017-06-10,1743400000,2875.41,47108882928.0
btc,2017-06-11,1976390000,2910.44,47687850444.0
btc,2017-06-12,2102630000,2759.19,45215155559.0
btc,2017-06-13,2257920000,2718.07,44545769712.0
btc,2017-06-14,1620990000,2635.36,43195131616.0
btc,2017-06-15,1898000000,2261.25,37067257968.0
btc,2017-06-16,1414350000,2481.74,40686668036.0
btc,2017-06-17,1318430000,2591.41,42489341427.0
btc,2017-06-18,1422120000,2568.92,42125052541.0
btc,2017-06-19,1251060000,2578.25,42282590981.0
btc,2017-06-20,1490710000,2657.32,43584631877.0
btc,2017-06-21,1787750000,2709.33,44442053034.0
btc,2017-06-22,1372970000,2714.58,44532513881.0
btc,2017-06-23,1035150000,2760.61,45293499427.0
btc,2017-06-24,940800000,2688.44,44113972111.0
btc,2017-06-25,1005930000,2627.95,43126236270.0
btc,2017-06-26,1343370000,2476.72,40648453704.0
btc,2017-06-28,1451130000,2539.78,41691344605.0
btc,2017-06-29,1145960000,2536.94,41649514791.0
btc,2017-06-30,1001180000,2547.95,41834312035.0
btc,2017-07-01,818724000,2507.89,41181748203.0
btc,2017-07-02,756930000,2445.84,40168304254.0
btc,2017-07-03,866538000,2519.06,41376442171.0
btc,2017-07-04,1000270000,2618.16,43009299768.0
btc,2017-07-05,935083000,2562.64,42102317286.0
btc,2017-07-06,880712000,2592.87,42604061480.0
btc,2017-07-07,754790000,2549.5,41895709144.0
btc,2017-07-08,885015000,2521.61,41442123247.0
btc,2017-07-09,603297000,2589.88,42569500156.0
btc,2017-07-10,675371000,2473.94,40669314892.0
btc,2017-07-11,1587470000,2375.98,39064406684.0
btc,2017-07-12,1085230000,2377.5,39096085500.0
btc,2017-07-13,866539000,2345.15,38568981816.0
btc,2017-07-14,852054000,2202.94,36234012193.0
btc,2017-07-15,1016730000,2055.09,33805408464.0
btc,2017-07-16,1141270000,1900.86,31272163664.0
btc,2017-07-17,1140270000,2170.3,35708922535.0
btc,2017-07-18,1536860000,2356.3,38773887295.0
btc,2017-07-19,1286260000,2307.55,37976243371.0
btc,2017-07-20,1888100000,2723.0,44819046951.0
btc,2017-07-21,1835860000,2637.55,43417501815.0
btc,2017-07-22,1160410000,2808.39,46235507506.0
btc,2017-07-23,1090980000,2749.24,45267611220.0
btc,2017-07-24,856336000,2763.76,45513287375.0
btc,2017-07-25,1469760000,2603.73,42882782167.0
btc,2017-07-26,908454000,2551.28,42023694263.0
btc,2017-07-27,827952000,2721.06,44825449936.0
btc,2017-07-28,1310740000,2795.81,46062121623.0
btc,2017-07-29,796532000,2705.48,44579173343.0
btc,2017-07-30,667167000,2749.13,45303463096.0
btc,2017-07-31,849363000,2855.56,47062447237.0
btc,2017-08-01,1265050000,2703.89,44567880883.0
btc,2017-08-02,1068390000,2721.82,44868486861.0
btc,2017-08-03,793100000,2815.08,46410746043.0
btc,2017-08-04,988443000,2881.56,47513178372.0
btc,2017-08-05,1943230000,3270.47,53933320770.0
btc,2017-08-06,1073150000,3207.59,52901777894.0
btc,2017-08-07,1445730000,3350.13,55259010746.0
btc,2017-08-08,1717450000,3407.25,56208336780.0
btc,2017-08-09,1423060000,3343.37,55160088439.0
btc,2017-08-10,1526390000,3420.4,56436771020.0
btc,2017-08-11,1995190000,3653.01,60281423068.0
btc,2017-08-12,2240170000,3949.6,65182322340.0
btc,2017-08-13,3090710000,4072.94,67225450927.0
btc,2017-08-14,2475670000,4362.51,72012004920.0
btc,2017-08-15,3182960000,4177.9,68972583444.0
btc,2017-08-16,2215440000,4362.77,72031623154.0
btc,2017-08-17,2575810000,4338.6,71642377678.0
btc,2017-08-18,2869780000,4195.47,69286873867.0
btc,2017-08-19,2924060000,4116.04,67982883363.0
btc,2017-08-20,2023240000,4102.66,67768299944.0
btc,2017-08-21,2876210000,3889.24,64248689104.0
btc,2017-08-22,3557070000,4090.11,67571480277.0
btc,2017-08-23,2359360000,4141.83,68434264242.0
btc,2017-08-24,2069280000,4388.95,72522843019.0
btc,2017-08-25,1642550000,4371.6,72241564320.0
btc,2017-08-26,1485540000,4317.29,71349960856.0
btc,2017-08-27,1540350000,4318.65,71380806525.0
btc,2017-08-28,1909320000,4390.45,72574797067.0
btc,2017-08-29,2483050000,4588.45,75856140688.0
btc,2017-08-30,1932000000,4577.31,75681472405.0
btc,2017-08-31,1959900000,4740.6,78391391205.0
btc,2017-09-01,2703370000,4928.03,81501667287.0
btc,2017-09-02,2655790000,4623.51,76474473628.0
btc,2017-09-03,1855250000,4527.4,74893948575.0
btc,2017-09-04,3070580000,4040.3,66844945365.0
btc,2017-09-05,2607800000,4490.29,74300994770.0
btc,2017-09-06,2095800000,4507.45,74594182198.0
btc,2017-09-07,1752760000,4599.26,76123617056.0
btc,2017-09-08,2744020000,4171.88,69059319877.0
btc,2017-09-09,1292620000,4118.61,68186212104.0
btc,2017-09-10,1715830000,4203.72,69602148063.0
btc,2017-09-11,1573550000,4231.63,70073621973.0
btc,2017-09-12,1843080000,4031.57,66770406772.0
btc,2017-09-13,2144450000,3874.68,64181458791.0
btc,2017-09-14,3183780000,3387.13,56112760434.0
btc,2017-09-15,3964020000,3697.86,61268455642.0
btc,2017-09-16,1729770000,3579.77,59319695673.0
btc,2017-09-17,1339930000,3701.85,61350482411.0
btc,2017-09-18,1926590000,3980.17,65969474931.0
btc,2017-09-19,1473360000,3916.37,64919315668.0
btc,2017-09-20,1246990000,3896.09,64589380020.0
btc,2017-09-21,1376910000,3668.1,60817739917.0
btc,2017-09-22,1154820000,3635.22,60278672757.0
btc,2017-09-23,927217000,3781.92,62719123019.0
btc,2017-09-24,807779000,3774.0,62594099688.0
btc,2017-09-25,1373620000,3947.45,65477683440.0
btc,2017-09-26,1036730000,3908.59,64840037272.0
btc,2017-09-27,1731880000,4165.16,69103803025.0
btc,2017-09-28,1690680000,4100.49,68039430570.0
btc,2017-09-29,1299710000,4205.07,69784028124.0
btc,2017-09-30,1241710000,4314.11,71600852259.0
btc,2017-10-01,1273170000,4412.84,73246524740.0
btc,2017-10-02,1337230000,4427.26,73494618948.0
btc,2017-10-03,1252840000,4302.91,71440246575.0
btc,2017-10-04,1146530000,4243.24,70456186931.0
btc,2017-10-05,1140360000,4332.29,71941899432.0
btc,2017-10-06,1068940000,4358.31,72382376649.0
btc,2017-10-07,919529000,4418.22,73386855111.0
btc,2017-10-08,1348640000,4616.19,76684956113.0
btc,2017-10-09,2058810000,4817.89,80045566299.0
btc,2017-10-10,1525610000,4793.33,79646690279.0
btc,2017-10-11,1210130000,4861.99,80796486614.0
btc,2017-10-12,3445750000,5707.79,94862539430.0
btc,2017-10-13,3123490000,5666.83,94191356515.0
btc,2017-10-14,1683190000,5852.48,97288554968.0
btc,2017-10-15,1934120000,5688.99,94583867717.0
btc,2017-10-16,2021680000,5629.59,93608467855.0
btc,2017-10-17,1813990000,5514.57,91707227410.0
btc,2017-10-18,2387640000,5605.89,93236669161.0
btc,2017-10-19,1682810000,5670.57,94325038248.0
btc,2017-10-20,2540030000,6083.22,1.01201968725e+11
btc,2017-10-21,2137190000,5974.6,99407557605.0
btc,2017-10-22,1987100000,6021.49,1.00200453807e+11
btc,2017-10-23,2927800000,5648.75,94010519410.0
btc,2017-10-24,2247880000,5403.76,89944639542.0
btc,2017-10-25,1844550000,5728.61,95364669059.0
btc,2017-10-26,1948680000,5956.31,99167647544.0
btc,2017-10-27,1677180000,5804.69,96651716431.0
btc,2017-10-28,1471410000,5727.58,95373869427.0
btc,2017-10-29,2838450000,6119.32,1.01908401586e+11
btc,2017-10-30,1686910000,6131.52,1.02123145074e+11
btc,2017-10-31,2403290000,6441.99,1.07304549529e+11
btc,2017-11-01,3319470000,6867.43,1.14404859741e+11
btc,2017-11-02,4313780000,7076.83,1.17906710788e+11
btc,2017-11-03,3529930000,7164.34,1.19375098816e+11
btc,2017-11-04,2122550000,7380.63,1.22991556383e+11
btc,2017-11-05,2427800000,7385.83,1.23091504197e+11
btc,2017-11-06,3188090000,7129.85,1.18837216925e+11
btc,2017-11-07,2466360000,7326.39,1.22126796542e+11
btc,2017-11-08,4571460000,7395.15,1.232862983e+11
btc,2017-11-09,3296370000,7255.36,1.20969705584e+11
btc,2017-11-10,5418110000,6809.75,1.13549687106e+11
btc,2017-11-11,5159120000,6170.53,1.02897290068e+11
btc,2017-11-12,9014760000,6008.72,1.00205470606e+11
btc,2017-11-13,6071780000,6657.83,1.11041785426e+11
btc,2017-11-14,3440780000,6925.58,1.15518847539e+11
btc,2017-11-15,3839170000,7224.09,1.20511185766e+11
btc,2017-11-16,5585800000,7931.87,1.32334819372e+11
btc,2017-11-17,4606220000,7502.46,1.25175634145e+11
btc,2017-11-18,3053550000,7804.51,1.30239610293e+11
btc,2017-11-19,3171290000,7974.75,1.33095283928e+11
btc,2017-11-20,3713320000,8072.38,1.34743359722e+11
btc,2017-11-21,4079440000,8155.57,1.36149183446e+11
btc,2017-11-22,3723570000,8239.35,1.37562333746e+11
btc,2017-11-23,4566130000,8074.71,1.34829488902e+11
btc,2017-11-24,4820480000,8222.59,1.37314473764e+11
btc,2017-11-25,4415570000,8842.92,1.47691133745e+11
btc,2017-11-26,5865880000,9624.29,1.60759684113e+11
btc,2017-11-27,5360010000,9740.52,1.62721474425e+11
btc,2017-11-28,6949430000,10454.1,1.7466292116e+11
btc,2017-11-29,12374300000,10678.6,1.7843727028e+11
btc,2017-11-30,7978230000,9948.38,1.66256331722e+11
btc,2017-12-01,6898230000,11109.5,1.85685849425e+11
btc,2017-12-02,4784850000,11045.1,1.84631957033e+11
btc,2017-12-03,6899340000,11443.5,1.91317719897e+11
btc,2017-12-04,6226440000,11684.2,1.95367126625e+11
btc,2017-12-05,7975910000,12458.2,2.0833660987e+11
btc,2017-12-06,13322800000,14441.8,2.41542166661e+11
btc,2017-12-07,17401900000,16669.1,2.78826736094e+11
btc,2017-12-08,19171900000,16129.6,2.6983369136e+11
btc,2017-12-09,13216200000,14393.4,2.40806259855e+11
btc,2017-12-10,14446900000,15653.3,2.61915508097e+11
btg,2017-10-23,6713950,479.817,0.0
btg,2017-10-24,8223930,247.344,0.0
btg,2017-10-25,17471900,137.262,0.0
btg,2017-10-26,11114700,124.789,0.0
btg,2017-10-27,8434890,119.288,0.0
btg,2017-10-28,5644750,113.912,0.0
btg,2017-10-29,10324200,137.172,0.0
btg,2017-10-30,7462260,133.033,0.0
btg,2017-10-31,12450400,151.315,0.0
btg,2017-11-01,19465000,150.88,0.0
btg,2017-11-02,13320800,130.678,0.0
btg,2017-11-03,7870720,130.078,0.0
btg,2017-11-04,8414810,142.058,0.0
btg,2017-11-05,16026200,169.58,0.0
btg,2017-11-06,12100700,148.123,0.0
btg,2017-11-07,8390350,152.99,0.0
btg,2017-11-08,9735440,146.601,0.0
btg,2017-11-09,14181600,153.265,0.0
btg,2017-11-10,27774400,180.771,0.0
btg,2017-11-11,150269000,433.679,0.0
