coin,date,volume,price,market_cap
ada,2017-10-01,11867200,0.0216779,0.0
ada,2017-10-02,88815400,0.0272619,661156690.0
ada,2017-10-03,20214100,0.0207845,538881197.0
ada,2017-10-04,9635980,0.0226537,587344077.0
ada,2017-10-05,6045190,0.0217317,563439318.0
ada,2017-10-06,6964680,0.019455,504411157.0
ada,2017-10-07,8054420,0.0201392,522150458.0
ada,2017-10-08,7590780,0.0210839,546643762.0
ada,2017-10-09,4738260,0.0212759,551621760.0
ada,2017-10-10,2964940,0.0220031,570475925.0
ada,2017-10-11,3288420,0.0222271,576283589.0
ada,2017-10-12,7244770,0.0253854,658169056.0
ada,2017-10-13,11173600,0.0300105,778084350.0
ada,2017-10-14,32504400,0.0328433,851530555.0
ada,2017-10-15,7556570,0.0302291,783752008.0
ada,2017-10-16,5869030,0.0289262,749971627.0
ada,2017-10-17,7380670,0.0277955,720655889.0
ada,2017-10-18,2411150,0.0258001,668921012.0
ada,2017-10-19,2748150,0.0266281,690388626.0
ada,2017-10-20,8669790,0.0299807,777311723.0
ada,2017-10-21,5705550,0.0290413,752955833.0
ada,2017-10-22,2893690,0.0272387,706219696.0
ada,2017-10-23,2970200,0.0255904,663484105.0
ada,2017-10-24,8097360,0.0277349,719084708.0
ada,2017-10-25,2698090,0.0270193,700531296.0
ada,2017-10-26,2408480,0.0267688,694036565.0
ada,2017-10-27,2490700,0.0261114,676992109.0
ada,2017-10-28,1712180,0.0259744,673440100.0
ada,2017-10-29,4569870,0.0294851,764462267.0
ada,2017-10-30,4011710,0.0278181,721241840.0
ada,2017-10-31,6715590,0.030508,790983067.0
ada,2017-11-01,9211240,0.0243648,631707888.0
ada,2017-11-02,6518310,0.0231554,600351689.0
ada,2017-11-03,2970780,0.0218868,567460607.0
ada,2017-11-04,2680650,0.0228902,593475830.0
ada,2017-11-05,1960940,0.0224069,580945276.0
ada,2017-11-06,4877850,0.0229171,594173268.0
ada,2017-11-07,2774470,0.022163,574621664.0
ada,2017-11-08,5566230,0.0262907,681640833.0
ada,2017-11-09,16864600,0.0326806,847312221.0
ada,2017-11-10,8776510,0.0267456,693435057.0
ada,2017-11-11,5428600,0.0272984,707767542.0
ada,2017-11-12,7557570,0.0244903,634961735.0
ada,2017-11-13,4288220,0.0252581,654868540.0
ada,2017-11-14,3221940,0.0266983,692208707.0
ada,2017-11-15,6741610,0.0257189,666815734.0
ada,2017-11-16,5058730,0.0273555,709247978.0
ada,2017-11-17,3408190,0.0262768,681280447.0
ada,2017-11-18,3238450,0.0264105,684746896.0
ada,2017-11-19,4362140,0.0281885,730845227.0
ada,2017-11-20,15803600,0.0306602,794929168.0
ada,2017-11-21,6459370,0.028471,738169625.0
ada,2017-11-22,4809040,0.0281302,729333679.0
ada,2017-11-23,5189920,0.0281788,730593735.0
ada,2017-11-24,5408240,0.0284915,738701130.0
ada,2017-11-25,6000200,0.0299942,777661739.0
ada,2017-11-26,28459400,0.0383347,993906470.0
ada,2017-11-27,70813100,0.0495975,1285917881.0
ada,2017-11-28,153100000,0.0927671,2405179145.0
ada,2017-11-29,291188000,0.0927971,2405956957.0
ada,2017-11-30,113581000,0.112762,2923588328.0
ada,2017-12-01,89422800,0.128264,3325509775.0
ada,2017-12-02,57364300,0.132878,3445137278.0
ada,2017-12-03,48729400,0.133157,3452370931.0
ada,2017-12-04,73596500,0.138073,3579828410.0
ada,2017-12-05,51020800,0.129477,3356959312.0
ada,2017-12-06,71184600,0.124143,3218664317.0
ada,2017-12-07,70936100,0.117071,3035308074.0
ada,2017-12-08,67732400,0.113471,2941970621.0
ada,2017-12-09,66110600,0.123304,3196911505.0
ada,2017-12-10,51316600,0.111126,2881171640.0
ada,2017-12-10,46587400,0.108746,2819465212.73
bcc,2017-01-20,7238,0.162671,812236.0
bcc,2017-01-21,12901,0.175673,878265.0
bcc,2017-01-22,561,0.126961,635511.0
bcc,2017-01-23,428,0.138433,693698.0
bcc,2017-01-24,10049,0.15433,774199.0
bcc,2017-01-25,38106,0.160532,806188.0
bcc,2017-01-26,9882,0.165834,833675.0
bcc,2017-01-27,25287,0.169294,851977.0
bcc,2017-01-28,11970,0.184595,930099.0
bcc,2017-01-29,11106,0.182723,921686.0
bcc,2017-01-30,25990,0.192943,974325.0
bcc,2017-01-31,38468,0.233165,1178720.0
bcc,2017-02-01,29100,0.381872,1932785.0
bcc,2017-02-02,90720,0.441394,2236789.0
bcc,2017-02-03,47512,0.587223,2983308.0
bcc,2017-02-04,99207,0.59289,3015763.0
bcc,2017-02-05,21003,0.470858,2397986.0
bcc,2017-02-06,92526,0.455382,2381998.0
bcc,2017-02-07,65156,0.495304,2593742.0
bcc,2017-02-08,97472,0.587207,3078402.0
bcc,2017-02-09,40442,0.575742,3022774.0
bcc,2017-02-10,133381,0.638913,3358643.0
bcc,2017-02-11,75030,0.727122,3826848.0
bcc,2017-02-12,90789,0.696478,3669803.0
bcc,2017-02-13,98696,0.70278,3707220.0
bcc,2017-02-14,83805,0.716637,3784690.0
bcc,2017-02-15,85863,0.734267,3882435.0
bcc,2017-02-16,64924,0.762534,4036551.0
bcc,2017-02-17,62047,0.713435,3781105.0
bcc,2017-02-18,80698,0.726434,3854639.0
bcc,2017-02-19,18136,0.722664,3844107.0
bcc,2017-02-20,77017,0.73008,3895798.0
bcc,2017-02-21,46400,0.759679,4058446.0
bcc,2017-02-22,102433,0.757108,4050733.0
bcc,2017-02-23,97515,0.745988,3996091.0
bcc,2017-02-24,88802,0.80234,4303108.0
bcc,2017-02-25,97193,0.785985,4220208.0
bcc,2017-02-26,75892,0.797306,4285397.0
bcc,2017-02-27,68247,0.806335,4338572.0
bcc,2017-02-28,110755,0.805788,4340899.0
bcc,2017-03-01,93702,0.834991,4502954.0
bcc,2017-03-02,111802,0.853472,4608082.0
bcc,2017-03-03,134137,0.869132,4699791.0
bcc,2017-03-04,118629,0.859841,4654396.0
bcc,2017-03-05,98795,0.889892,4822427.0
bcc,2017-03-06,143308,0.945795,5131339.0
bcc,2017-03-07,109033,0.93993,5105538.0
bcc,2017-03-08,84232,0.925222,5031416.0
bcc,2017-03-09,331028,1.56871,8547339.0
bcc,2017-03-10,324164,1.81616,9907563.0
bcc,2017-03-11,325094,1.85289,10436937.0
bcc,2017-03-12,219188,1.77758,10023755.0
bcc,2017-03-13,204537,1.94005,10951912.0
bcc,2017-03-14,188360,1.88521,10653815.0
bcc,2017-03-15,306852,1.88181,10645895.0
bcc,2017-03-16,228754,1.90236,10773979.0
bcc,2017-03-17,242009,1.79768,10192465.0
bcc,2017-03-18,236730,1.64713,9349113.0
bcc,2017-03-19,220979,1.74167,9896978.0
bcc,2017-03-20,261308,1.7843,10150427.0
bcc,2017-03-21,236656,1.89303,10780702.0
bcc,2017-03-22,167967,1.775,10119830.0
bcc,2017-03-23,252162,2.03036,11588981.0
bcc,2017-03-24,301710,2.48557,14201911.0
bcc,2017-03-25,399271,2.99287,17119977.0
bcc,2017-03-26,182598,3.04899,17460137.0
bcc,2017-03-27,298982,3.15822,18106423.0
bcc,2017-03-28,318619,3.30684,18979561.0
bcc,2017-03-29,243512,3.31559,19156701.0
bcc,2017-03-30,342502,3.35825,19422735.0
bcc,2017-03-31,267659,3.5381,20931789.0
bcc,2017-04-01,405114,3.78596,22419799.0
bcc,2017-04-02,176434,3.91799,23224822.0
bcc,2017-04-03,410389,4.41109,26177683.0
bcc,2017-04-04,384010,4.76656,28309097.0
bcc,2017-04-05,362838,4.77359,28375153.0
bcc,2017-04-06,479383,5.16828,30742661.0
bcc,2017-04-07,631338,5.468,32549560.0
bcc,2017-04-08,424013,5.63702,33587879.0
bcc,2017-04-09,492159,5.95314,35504859.0
bcc,2017-04-10,623143,6.13824,36651271.0
bcc,2017-04-11,650044,8.15588,48744976.0
bcc,2017-04-12,641727,8.70932,52102609.0
bcc,2017-04-13,2279820,11.7244,70209809.0
bcc,2017-04-14,963567,11.2685,67554832.0
bcc,2017-04-15,1084380,11.0202,67069236.0
bcc,2017-04-16,724173,9.75477,59416390.0
bcc,2017-04-17,795397,8.81534,53747867.0
bcc,2017-04-18,1071680,9.71813,59285999.0
bcc,2017-04-19,501529,10.1515,61968096.0
bcc,2017-04-20,385505,10.0632,61477252.0
bcc,2017-04-21,475105,9.89646,60500299.0
bcc,2017-04-22,431032,10.0131,61282202.0
bcc,2017-04-23,301036,9.78986,59951459.0
bcc,2017-04-24,585360,9.94953,60971482.0
bcc,2017-04-25,627072,9.27947,56906739.0
bcc,2017-04-26,575934,8.83642,54226045.0
bcc,2017-04-27,879627,8.88748,54571048.0
bcc,2017-04-28,425672,8.82674,54258462.0
bcc,2017-04-29,566711,9.00547,55391795.0
bcc,2017-04-30,383844,8.88446,54687370.0
bcc,2017-05-01,417422,8.99673,55435981.0
bcc,2017-05-02,749754,7.97452,49166428.0
bcc,2017-05-03,667961,7.66187,47276597.0
bcc,2017-05-04,534314,7.12002,43979756.0
bcc,2017-05-05,619446,6.35089,39484098.0
bcc,2017-05-06,859479,8.24759,51855396.0
bcc,2017-05-07,319102,8.05468,51047514.0
bcc,2017-05-08,436879,7.75596,49266161.0
bcc,2017-05-09,774447,8.21119,52178311.0
bcc,2017-05-10,523099,7.70824,49011194.0
bcc,2017-05-11,400387,7.78463,49519077.0
bcc,2017-05-12,444860,7.54469,48036277.0
bcc,2017-05-13,454388,8.08376,51506828.0
bcc,2017-05-14,384974,8.58426,54714779.0
bcc,2017-05-15,499544,8.96135,57145214.0
bcc,2017-05-16,767887,9.82305,62671527.0
bcc,2017-05-17,761900,10.0984,64458489.0
bcc,2017-05-18,833227,10.5694,67490140.0
bcc,2017-05-19,604107,11.0867,70823115.0
bcc,2017-05-20,683423,11.9183,76176083.0
bcc,2017-05-21,578424,12.4409,79570454.0
bcc,2017-05-22,847508,13.0411,83455706.0
bcc,2017-05-23,698804,12.9384,82839205.0
bcc,2017-05-24,992094,14.1029,90362200.0
bcc,2017-05-25,6220390,16.3871,105055728.0
bcc,2017-05-26,706273,14.8235,95069514.0
bcc,2017-05-27,596381,15.3648,98590467.0
bcc,2017-05-28,348698,15.6589,100483097.0
bcc,2017-05-29,774627,17.2698,110899973.0
bcc,2017-05-30,876638,17.1209,110016445.0
bcc,2017-05-31,1254310,18.7198,120368123.0
bcc,2017-06-01,2419120,22.3559,143888952.0
bcc,2017-06-02,1444610,23.5828,151856651.0
bcc,2017-06-03,2712540,25.5966,164914756.0
bcc,2017-06-04,1803240,25.5295,164572615.0
bcc,2017-06-05,1915800,29.7539,191961101.0
bcc,2017-06-06,2647470,37.1146,239653806.0
bcc,2017-06-07,3107000,37.8926,244939469.0
bcc,2017-06-08,2094950,40.6144,263514006.0
bcc,2017-06-09,2680550,49.9032,324234871.0
bcc,2017-06-10,3911290,54.8844,367074161.0
bcc,2017-06-11,1879950,52.1536,349162514.0
bcc,2017-06-12,2218170,43.9515,294460246.0
bcc,2017-06-13,1551500,49.6585,332912965.0
bcc,2017-06-14,1941790,50.1578,336578509.0
bcc,2017-06-15,1590470,47.5191,319137449.0
bcc,2017-06-16,1373780,51.0648,343281698.0
bcc,2017-06-17,1411480,51.07,343629341.0
bcc,2017-06-18,1083070,51.1935,344758707.0
bcc,2017-06-19,1780020,51.5731,347548506.0
bcc,2017-06-20,1958980,52.0535,350954743.0
bcc,2017-06-21,2056560,50.4033,340144513.0
bcc,2017-06-22,2203100,51.8001,349872154.0
bcc,2017-06-23,2443040,56.2698,380428959.0
bcc,2017-06-24,2294330,52.4609,354930255.0
bcc,2017-06-25,2433750,51.5295,349015685.0
bcc,2017-06-26,2259360,49.1866,333625425.0
bcc,2017-06-28,3004660,51.4393,349491995.0
bcc,2017-06-29,2728940,52.0679,354044150.0
bcc,2017-06-30,2374860,52.7364,358956752.0
bcc,2017-07-01,2690400,50.6332,344987127.0
bcc,2017-07-02,1352250,51.3927,350489142.0
bcc,2017-07-03,3251520,53.398,364472781.0
bcc,2017-07-04,2748370,54.0686,369333909.0
bcc,2017-07-05,2648960,55.698,380833299.0
bcc,2017-07-06,3432670,58.117,397728830.0
bcc,2017-07-07,4342480,58.3194,399440679.0
bcc,2017-07-08,2398490,59.467,407729881.0
bcc,2017-07-09,2062440,59.5029,408323203.0
bcc,2017-07-10,2886070,56.6176,388879739.0
bcc,2017-07-11,3017400,55.8613,385278774.0
bcc,2017-07-12,2671280,57.8399,399411800.0
bcc,2017-07-13,3067990,57.1545,395027546.0
bcc,2017-07-14,3452260,55.1848,381941992.0
bcc,2017-07-15,2937150,42.4678,250461494.0
bcc,2017-07-16,2026500,49.4793,291813101.0
bcc,2017-07-17,3548770,54.3715,321413047.0
bcc,2017-07-18,3443570,57.1602,338248958.0
bcc,2017-07-19,3168510,57.3467,339710204.0
bcc,2017-07-20,4386430,67.1518,404696076.0
bcc,2017-07-21,4178480,68.3253,416495921.0
bcc,2017-07-22,3063450,67.3175,410757532.0
bcc,2017-07-23,2239370,60.5846,370044280.0
bcc,2017-07-24,3949000,64.4307,397223660.0
bcc,2017-07-25,3625070,63.1949,396305965.0
bcc,2017-07-26,3391580,63.5304,398830763.0
bcc,2017-07-27,3893790,65.0061,408503114.0
bcc,2017-07-28,3784300,67.0438,421815680.0
bcc,2017-07-29,2892080,65.0455,409661797.0
bcc,2017-07-30,2103100,59.7026,376454356.0
bcc,2017-07-31,1483140,65.3308,412378542.0
bcc,2017-08-01,280221,54.8637,348091265.0
bcc,2017-08-02,3472130,64.7274,411080987.0
bcc,2017-08-03,4331520,69.1404,439592279.0
bcc,2017-08-04,4756700,71.6853,456236220.0
bcc,2017-08-05,4292680,80.1007,510328004.0
bcc,2017-08-06,3282930,78.3627,499770817.0
bcc,2017-08-07,4580690,83.7765,534844973.0
bcc,2017-08-08,8036160,85.6809,548085039.0
bcc,2017-08-09,6521720,86.2569,552296969.0
bcc,2017-08-10,8448510,91.4119,585863869.0
bcc,2017-08-11,8347900,98.734,633439954.0
bcc,2017-08-12,6465760,107.821,692909504.0
bcc,2017-08-13,5278180,98.8691,636021063.0
bcc,2017-08-14,7863180,113.506,731440379.0
bcc,2017-08-15,8219620,111.688,720430651.0
bcc,2017-08-16,8161160,119.196,769676322.0
bcc,2017-08-17,9180450,115.487,746480110.0
bcc,2017-08-18,8033100,132.039,854432663.0
bcc,2017-08-19,6441000,116.783,756579363.0
bcc,2017-08-20,4782770,115.972,752080154.0
bcc,2017-08-21,7394510,112.362,729412335.0
bcc,2017-08-22,6393020,120.474,782849988.0
bcc,2017-08-23,9764230,129.369,841504492.0
bcc,2017-08-24,11250200,137.564,895964606.0
bcc,2017-08-25,8128280,132.224,862017548.0
bcc,2017-08-26,969496,111.024,724531510.0
bcc,2017-08-27,5530280,109.111,712939420.0
bcc,2017-08-28,5958340,118.537,775460584.0
bcc,2017-08-29,10201200,130.037,851601506.0
bcc,2017-08-30,9926270,136.307,893595284.0
bcc,2017-08-31,6628640,136.271,894287619.0
bcc,2017-09-01,7747540,142.799,938091037.0
bcc,2017-09-02,4952290,131.786,867451379.0
bcc,2017-09-03,6450250,122.135,804768172.0
bcc,2017-09-04,28491100,110.447,728582035.0
bcc,2017-09-05,8778900,132.002,875235280.0
bcc,2017-09-06,7985220,134.171,890512227.0
bcc,2017-09-07,7600250,137.702,914837812.0
bcc,2017-09-08,7105220,128.07,851695198.0
bcc,2017-09-09,5443560,126.522,842537884.0
bcc,2017-09-10,5641640,128.178,854417241.0
bcc,2017-09-11,6745450,127.298,849389234.0
bcc,2017-09-12,6530260,118.201,789445161.0
bcc,2017-09-13,6099990,114.115,763207669.0
bcc,2017-09-14,6817460,101.19,677422288.0
bcc,2017-09-15,8427420,111.932,750253070.0
bcc,2017-09-16,5437370,107.525,722363812.0
bcc,2017-09-17,6107330,110.338,741994779.0
bcc,2017-09-18,8336630,117.592,791786464.0
bcc,2017-09-19,8518930,117.471,791743091.0
bcc,2017-09-20,8417470,116.039,782858987.0
bcc,2017-09-21,6601600,110.002,742881973.0
bcc,2017-09-22,6665970,109.848,742694525.0
bcc,2017-09-23,5668970,112.628,762244722.0
bcc,2017-09-24,5501720,112.357,761197650.0
bcc,2017-09-25,10521600,117.309,795531552.0
bcc,2017-09-26,10644800,119.364,813492680.0
bcc,2017-09-27,11073000,126.347,862007086.0
bcc,2017-09-28,11965900,126.573,864518352.0
bcc,2017-09-29,11186400,131.836,901328141.0
bcc,2017-09-30,7093160,134.148,918059391.0
bcc,2017-10-01,6078090,137.919,944999460.0
bcc,2017-10-02,11338500,139.528,959120543.0
bcc,2017-10-03,7922170,136.499,939178441.0
bcc,2017-10-04,7550790,134.572,927251675.0
bcc,2017-10-05,8216030,139.26,960483685.0
bcc,2017-10-06,10720600,141.611,982767429.0
bcc,2017-10-07,6125490,142.767,995619781.0
bcc,2017-10-08,8264540,148.574,1037075707.0
bcc,2017-10-09,12056900,159.585,1122715913.0
bcc,2017-10-10,13031100,159.127,1128068308.0
bcc,2017-10-11,13200300,167.469,1188318517.0
bcc,2017-10-12,17064400,198.546,1421241421.0
bcc,2017-10-13,17227600,198.417,1421944588.0
bcc,2017-10-14,11886500,198.636,1424825479.0
bcc,2017-10-15,9618300,194.958,1399737610.0
bcc,2017-10-16,13984500,193.83,1393472162.0
bcc,2017-10-17,13945300,190.251,1369067137.0
bcc,2017-10-18,14062800,198.428,1430919547.0
bcc,2017-10-19,13131600,199.732,1441621421.0
bcc,2017-10-20,15874800,216.407,1563624029.0
bcc,2017-10-21,9497080,205.962,1489568827.0
bcc,2017-10-22,10680400,203.557,1473521344.0
bcc,2017-10-23,13368600,192.516,1394979435.0
bcc,2017-10-24,12113300,192.836,1398683013.0
bcc,2017-10-25,17287100,211.008,1540587564.0
bcc,2017-10-26,15353500,217.975,1592849598.0
bcc,2017-10-27,14463900,213.369,1560538640.0
bcc,2017-10-28,10095500,211.866,1550967018.0
bcc,2017-10-29,11856700,226.474,1659349705.0
bcc,2017-10-30,22578000,227.769,1670540151.0
bcc,2017-10-31,18425000,239.143,1755695118.0
bcc,2017-11-01,24439800,255.165,1875031210.0
bcc,2017-11-02,23907200,268.302,1974309551.0
bcc,2017-11-03,74504400,270.246,577810810.0
bcc,2017-11-04,15262800,278.705,595896930.0
bcc,2017-11-05,15450600,266.597,570008912.0
bcc,2017-11-06,19836500,266.77,570378802.0
bcc,2017-11-07,23479200,280.335,599382020.0
bcc,2017-11-08,22339700,282.764,604575446.0
bcc,2017-11-09,24146100,281.082,600979175.0
bcc,2017-11-10,20285000,257.919,551454550.0
bcc,2017-11-11,15004600,229.08,489794115.0
bcc,2017-11-12,14122200,222.957,476702578.0
bcc,2017-11-13,21399000,258.628,552970457.0
bcc,2017-11-14,23662300,264.19,564862525.0
bcc,2017-11-15,26237600,270.761,578911928.0
bcc,2017-11-16,31491800,305.949,654147109.0
bcc,2017-11-17,22233200,288.895,617684088.0
bcc,2017-11-18,17383600,288.409,616644975.0
bcc,2017-11-19,18149300,289.489,618954114.0
bcc,2017-11-20,26639400,290.065,620185655.0
bcc,2017-11-21,23870400,292.365,625103267.0
bcc,2017-11-22,19423800,297.607,636311145.0
bcc,2017-11-23,17363400,290.332,620756526.0
bcc,2017-11-24,17165000,294.422,629501322.0
bcc,2017-11-25,19082500,303.008,647858980.0
bcc,2017-11-26,24328300,300.793,643123106.0
bcc,2017-11-27,25860300,295.987,632847436.0
bcc,2017-11-28,28129700,284.445,608169578.0
bcc,2017-11-29,31407100,291.155,622516176.0
bcc,2017-11-30,18853700,277.821,885052082.0
bcc,2017-12-01,24521200,318.274,1013922872.0
bcc,2017-12-02,14524400,320.314,1020421683.0
bcc,2017-12-03,18160600,315.681,1005662373.0
bcc,2017-12-04,18594600,328.867,1047668905.0
bcc,2017-12-05,23030200,340.814,1085728365.0
bcc,2017-12-06,33612800,366.02,1166026913.0
bcc,2017-12-07,31731600,418.037,1331737043.0
bcc,2017-12-08,24220700,398.744,1270275491.0
bcc,2017-12-09,22394200,329.854,1050813183.0
bcc,2017-12-10,26693800,377.392,1202254600.0
bcc,2017-12-10,25600600,365.585,1164641209.82
bch,2017-07-23,40740,555.886,0.0
bch,2017-07-24,186482,509.844,0.0
bch,2017-07-25,632952,452.139,0.0
bch,2017-07-26,2133460,483.248,0.0
bch,2017-07-27,685311,395.569,0.0
bch,2017-07-28,1046110,400.53,0.0
bch,2017-07-29,878154,379.178,0.0
bch,2017-07-30,493270,349.022,0.0
bch,2017-07-31,882070,287.574,0.0
bch,2017-08-01,3595900,310.257,0.0
bch,2017-08-02,366633000,473.034,7796599604.0
bch,2017-08-03,290065000,431.506,7112286857.0
bch,2017-08-04,192352000,267.762,4413464146.0
bch,2017-08-05,162997000,232.885,3838631810.0
bch,2017-08-06,114802000,208.372,3434689443.0
bch,2017-08-07,188390000,276.368,4555753750.0
bch,2017-08-08,396401000,351.241,5790194713.0
bch,2017-08-09,197161000,324.073,5342651274.0
bch,2017-08-10,146098000,292.313,4819437509.0
bch,2017-08-11,233000000,330.97,5457070594.0
bch,2017-08-12,136402000,324.909,5357400132.0
bch,2017-08-13,125673000,310.706,5123510869.0
bch,2017-08-14,146444000,298.056,4915263850.0
bch,2017-08-15,134685000,298.376,4920910234.0
bch,2017-08-16,105117000,305.481,5038458510.0
bch,2017-08-17,281392000,357.907,5903434377.0
bch,2017-08-18,2115230000,554.956,9154165706.0
bch,2017-08-19,4261880000,894.351,14753392966.0
bch,2017-08-20,1793510000,721.542,11906056310.0
bch,2017-08-21,1246150000,605.279,9992543445.0
bch,2017-08-22,1361960000,662.959,10952762212.0
bch,2017-08-23,642292000,666.029,11005046927.0
bch,2017-08-24,373125000,642.631,10621348937.0
bch,2017-08-25,410136000,635.922,10515916203.0
bch,2017-08-26,213381000,627.064,10374907131.0
bch,2017-08-27,377203000,617.799,10223391909.0
bch,2017-08-28,217843000,599.609,9923356562.0
bch,2017-08-29,265570000,568.761,9413883239.0
bch,2017-08-30,542581000,561.817,9299658483.0
bch,2017-08-31,301265000,590.484,9774783563.0
bch,2017-09-01,325686000,630.328,10435245501.0
bch,2017-09-02,389297000,576.143,9539156440.0
bch,2017-09-03,287602000,600.567,9944548726.0
bch,2017-09-04,353091000,512.575,8488280443.0
bch,2017-09-05,339414000,529.23,8764875721.0
bch,2017-09-06,661976000,633.842,10498435968.0
bch,2017-09-07,1043690000,647.091,10719523467.0
bch,2017-09-08,771370000,587.264,9729811974.0
bch,2017-09-09,287493000,545.389,9037184355.0
bch,2017-09-10,346258000,536.214,8886131705.0
bch,2017-09-11,233078000,536.469,8891437206.0
bch,2017-09-12,262525000,518.996,8603124219.0
bch,2017-09-13,343710000,514.494,8529628815.0
bch,2017-09-14,253886000,416.277,6902314954.0
bch,2017-09-15,714667000,381.03,6318682407.0
bch,2017-09-16,332649000,421.348,6988161917.0
bch,2017-09-17,248884000,428.386,7105868839.0
bch,2017-09-18,430740000,460.984,7648335363.0
bch,2017-09-19,479196000,503.076,8348590239.0
bch,2017-09-20,982539000,492.623,8176864443.0
bch,2017-09-21,286778000,437.317,7259194343.0
bch,2017-09-22,284478000,406.788,6753890994.0
bch,2017-09-23,207690000,424.629,7052201276.0
bch,2017-09-24,113989000,423.96,7042595641.0
bch,2017-09-25,301693000,444.449,7384431245.0
bch,2017-09-26,165549000,447.994,7444960289.0
bch,2017-09-27,163877000,449.825,7477114851.0
bch,2017-09-28,325118000,454.066,7548359129.0
bch,2017-09-29,162564000,438.561,7290714812.0
bch,2017-09-30,126387000,440.55,7325795812.0
bch,2017-10-01,165831000,422.549,7031394943.0
bch,2017-10-02,231267000,413.747,6888510005.0
bch,2017-10-03,134381000,399.675,6654308977.0
bch,2017-10-04,208452000,364.311,6067986785.0
bch,2017-10-05,282320000,356.591,5944773134.0
bch,2017-10-06,201464000,368.661,6147150287.0
bch,2017-10-07,102145000,357.711,5965157336.0
bch,2017-10-08,149192000,354.764,5916518960.0
bch,2017-10-09,248342000,316.841,5284373210.0
bch,2017-10-10,419499000,313.8,5234105550.0
bch,2017-10-11,169403000,313.886,5235936289.0
bch,2017-10-12,231540000,315.594,5265200664.0
bch,2017-10-13,304455000,316.469,5284846374.0
bch,2017-10-14,159806000,319.84,5341635846.0
bch,2017-10-15,148699000,311.637,5204813146.0
bch,2017-10-16,115506000,314.177,5247419598.0
bch,2017-10-17,857728000,354.923,5928128026.0
bch,2017-10-18,530336000,321.548,5370960940.0
bch,2017-10-19,233611000,330.28,5517286115.0
bch,2017-10-20,155330000,327.787,5476169418.0
bch,2017-10-21,134947000,321.074,5364400042.0
bch,2017-10-22,357404000,340.686,5692147619.0
bch,2017-10-23,182557000,316.884,5294755340.0
bch,2017-10-24,279873000,332.033,5548503853.0
bch,2017-10-25,150984000,328.162,5484575608.0
bch,2017-10-26,241236000,337.7,5644545747.0
bch,2017-10-27,447849000,357.822,5986040020.0
bch,2017-10-28,615420000,386.623,6473823321.0
bch,2017-10-29,2049340000,472.804,7919360619.0
bch,2017-10-30,955713000,453.612,7598205125.0
bch,2017-10-31,357162000,446.672,7482392507.0
bch,2017-11-01,915067000,494.336,8281345302.0
bch,2017-11-02,1581210000,573.777,9612737108.0
bch,2017-11-03,1851090000,679.284,11382651604.0
bch,2017-11-04,1316470000,623.903,10457316170.0
bch,2017-11-05,623212000,580.447,9730410351.0
bch,2017-11-06,945967000,623.405,10452195251.0
bch,2017-11-07,433657000,614.701,10307944120.0
bch,2017-11-08,515967000,618.542,10374093642.0
bch,2017-11-09,806737000,630.591,10577336374.0
bch,2017-11-10,3424790000,860.1,14430854561.0
bch,2017-11-11,5784190000,1257.57,21109931571.0
bch,2017-11-12,8299170000,1412.42,23726961096.0
bch,2017-11-13,4661230000,1312.67,22053266209.0
bch,2017-11-14,2924830000,1345.78,22612249760.0
bch,2017-11-15,1304420000,1227.05,20619700976.0
bch,2017-11-16,1977660000,1020.72,17153480298.0
bch,2017-11-17,3152870000,1118.49,18798824939.0
bch,2017-11-18,3235700000,1260.16,21182517752.0
bch,2017-11-19,1317430000,1163.74,19563414938.0
bch,2017-11-20,801898000,1186.86,19954098585.0
bch,2017-11-21,850758000,1200.96,20193421824.0
bch,2017-11-22,1382590000,1317.04,22147706826.0
bch,2017-11-23,3641120000,1543.86,25965197129.0
bch,2017-11-24,3400890000,1715.23,28850383003.0
bch,2017-11-25,1700230000,1606.93,27031455074.0
bch,2017-11-26,1023810000,1605.37,27007942195.0
bch,2017-11-27,1931710000,1644.58,27670551874.0
bch,2017-11-28,1293240000,1563.63,26311358373.0
bch,2017-11-29,2040890000,1609.31,27082896942.0
bch,2017-11-30,1617880000,1287.61,21671168390.0
bch,2017-12-01,1078640000,1475.53,24836379177.0
bch,2017-12-02,644714000,1456.01,24510545140.0
bch,2017-12-03,1329550000,1642.4,27651323220.0
bch,2017-12-04,861876000,1525.48,25685727144.0
bch,2017-12-05,1002920000,1538.71,25911164746.0
bch,2017-12-06,1064310000,1485.67,25020837021.0
bch,2017-12-07,1331950000,1337.16,22521200872.0
bch,2017-12-08,2577850000,1475.63,24856489324.0
bch,2017-12-09,1000220000,1369.89,23077663525.0
bch,2017-12-10,1022360000,1332.03,22441941537.8
btc,2013-04-28,0,135.3,1500517590.0
btc,2013-04-29,0,141.96,1575032004.0
btc,2013-04-30,0,135.3,1501657492.0
btc,2013-05-01,0,117.0,1298951550.0
btc,2013-05-02,0,103.43,1148667722.0
btc,2013-05-03,0,91.01,1011066494.0
btc,2013-05-04,0,111.25,1236351843.0
btc,2013-05-05,0,116.79,1298377788.0
btc,2013-05-06,0,118.33,1315992303.0
btc,2013-05-07,0,106.4,1183766500.0
btc,2013-05-08,0,112.64,1253655040.0
btc,2013-05-09,0,113.0,1258130700.0
btc,2013-05-10,0,118.78,1322989457.0
btc,2013-05-11,0,113.01,1259239352.0
btc,2013-05-12,0,114.713,1278708678.0
